customer_id,customer_region,customer_age,vendor_count,product_count,is_chain,first_order,last_order,last_promo,payment_method,CUI_American,CUI_Asian,CUI_Beverages,CUI_Cafe,CUI_Chicken Dishes,CUI_Chinese,CUI_Desserts,CUI_Healthy,CUI_Indian,CUI_Italian,CUI_Japanese,CUI_Noodle Dishes,CUI_OTHER,CUI_Street Food / Snacks,CUI_Thai,DOW_0,DOW_1,DOW_2,DOW_3,DOW_4,DOW_5,DOW_6,HR_0,HR_1,HR_2,HR_3,HR_4,HR_5,HR_6,HR_7,HR_8,HR_9,HR_10,HR_11,HR_12,HR_13,HR_14,HR_15,HR_16,HR_17,HR_18,HR_19,HR_20,HR_21,HR_22,HR_23,late_night,early_morning,morning,midday,afternoon_evening,night,weekday,weekend,total_spending,total_orders,used_promo,broader_region,order_frequency,order_span,avg_product_cost,avg_order_cost,products_per_vendor,cui_diversity_score,prefered_cuisine,dow_diversity_score,hr_diversity_score
7bb049422d,2440,23.0,28,47,34,3.0,87,DISCOUNT,CASH,19.86,8.6,23.4,5.9,0.0,32.81,14.39,0.0,0.0,0.0,6.11,13.74,18.23,3.61,5.01,4,4,5,3,9,9,2,0.0,0,0,0,0,0,0,0,0,1,2,2,2,3,2,3,1,1,4,8,4,3,0,0,0.0,0,7,8,14,7,25,11,151.66,36,1,2,2.3333333333333335,84.0,3.226808510638298,4.212777777777777,1.6785714285714286,11,CUI_Chinese,7,13
8cc519359f,2440,22.0,12,27,17,3.0,87,NO PROMO,CARD,7.2,9.09,11.97,0.0,14.94,0.0,0.0,0.0,8.0,0.0,11.04,5.23,17.56,0.0,15.44,0,3,4,3,5,1,1,0.0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,3,5,5,0,0,0,0,0.0,1,2,1,13,0,15,2,100.47,17,0,2,4.9411764705882355,84.0,3.721111111111111,5.91,2.25,9,CUI_OTHER,6,6
a02edc956c,4660,27.0,11,31,10,3.0,87,NO PROMO,CARD,0.0,117.12,0.0,0.0,0.0,0.0,0.0,7.75,88.97,15.24,42.06,0.0,24.05,0.0,24.37,2,4,7,3,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,0,1,0,0,0,0,0.0,0,0,5,11,0,16,0,319.56,16,0,4,5.25,84.0,10.308387096774194,19.9725,2.8181818181818183,7,CUI_Asian,4,4
a896f4dcbe,8670,26.0,8,27,14,3.0,87,NO PROMO,CARD,11.89,148.13,0.0,0.0,0.0,0.0,0.0,49.95,0.0,0.0,30.31,0.0,0.0,0.0,0.0,4,0,5,2,6,2,2,1.0,3,1,3,2,2,2,0,2,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,10.0,6,5,0,0,0,17,4,240.27999999999997,21,0,8,4.0,84.0,8.899259259259258,11.44190476190476,3.375,4,CUI_Asian,6,10
d098394719,2360,23.0,32,63,42,3.0,87,NO PROMO,CARD,0.0,5.87,8.2,10.67,7.84,30.62,2.88,2.39,47.24,15.72,15.03,17.4,39.29,0.0,0.0,9,10,7,8,6,3,5,0.0,0,0,0,0,0,0,1,4,3,3,14,6,1,1,1,2,9,3,0,0,0,0,0,0.0,5,26,3,14,0,40,8,203.15,48,0,2,1.75,84.0,3.2246031746031747,4.232291666666667,1.96875,12,CUI_Indian,7,12
d960311600,4660,35.0,13,26,7,3.0,87,NO PROMO,CARD,39.43,23.44,0.0,0.0,0.0,0.0,0.0,27.12,21.17,40.29,0.0,0.0,24.65,0.0,0.0,3,3,5,2,3,1,4,0.0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,2,11,1,3,0,0,0,0,0,0.0,0,3,3,15,0,16,5,176.10000000000002,21,0,4,4.0,84.0,6.773076923076924,8.385714285714286,2.0,6,CUI_Italian,7,8
e14c634f41,2440,19.0,23,36,29,3.0,87,DISCOUNT,CARD,7.2,7.22,6.66,15.19,14.93,4.67,0.0,3.28,0.0,5.22,4.18,4.58,38.15,0.0,0.0,2,6,12,2,4,3,2,0.0,0,0,0,0,0,0,0,1,0,4,0,1,4,3,6,7,1,3,0,1,0,0,0,0.0,1,5,13,11,1,26,5,111.28,31,1,2,2.7096774193548385,84.0,3.091111111111111,3.589677419354839,1.565217391304348,11,CUI_OTHER,7,10
e462fc36d9,2360,35.0,19,37,18,3.0,87,DISCOUNT,CARD,11.74,5.1,0.0,0.0,0.0,26.5,0.0,0.0,0.0,14.45,66.05,2.71,12.21,0.0,2.74,1,2,7,5,2,6,4,0.0,0,0,0,1,1,0,1,2,1,0,2,2,4,3,0,1,1,1,1,6,0,0,0,1.0,4,5,7,4,6,17,10,141.5,27,1,2,3.111111111111111,84.0,3.824324324324324,5.2407407407407405,1.9473684210526316,8,CUI_Japanese,7,14
f5ec97b25b,8670,21.0,13,38,7,3.0,87,NO PROMO,CASH,0.0,61.12,8.85,0.0,0.0,0.0,230.07,0.0,0.0,0.0,0.0,0.0,0.0,86.19,0.0,2,4,7,7,2,2,1,0.0,0,0,0,0,0,0,2,6,4,1,2,4,1,2,2,0,1,0,0,0,0,0,0,0.0,8,11,5,1,0,22,3,386.22999999999996,25,0,8,3.36,84.0,10.163947368421052,15.449199999999998,2.923076923076923,4,CUI_Desserts,7,10
f66cfc5db6,8670,22.0,7,25,3,3.0,87,DELIVERY,DIGI,117.24,90.17,0.0,0.0,0.0,0.0,19.31,0.0,0.0,0.0,6.29,0.0,0.0,5.83,0.0,1,4,6,4,4,0,0,0.0,14,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18.0,0,1,0,0,0,19,0,238.84,19,1,8,4.421052631578948,84.0,9.5536,12.570526315789474,3.5714285714285716,5,CUI_American,5,4
04d6d4d798,8670,26.0,14,29,3,3.0,88,DISCOUNT,CARD,0.0,106.88,11.82,0.0,0.0,24.06,24.8,0.0,0.0,0.0,72.49,0.0,0.0,86.86,0.0,3,1,2,5,1,2,3,3.0,0,1,0,2,0,0,0,3,0,1,0,2,1,0,2,1,0,0,0,0,0,0,1,6.0,3,3,3,1,1,12,5,326.91,17,1,8,5.0,85.0,11.272758620689656,19.23,2.0714285714285716,6,CUI_Asian,7,10
160118f5ad,2360,25.0,7,35,16,3.0,88,NO PROMO,DIGI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.62,0.0,0.0,0.0,0.0,0.0,0.0,4,4,2,7,1,3,1,0.0,0,0,0,0,0,0,0,1,1,1,5,0,2,0,2,3,7,0,0,0,0,0,0,0.0,1,7,4,10,0,18,4,119.62,22,0,2,3.8636363636363638,85.0,3.4177142857142857,5.4372727272727275,5.0,1,CUI_Indian,7,8
30f5ea309b,8670,21.0,13,26,12,3.0,88,NO PROMO,CARD,19.37,57.11,0.0,0.0,0.0,11.88,0.0,0.0,0.0,0.0,86.18,0.0,0.0,80.39,0.0,5,3,3,3,0,3,2,0.0,1,0,2,0,0,0,0,2,6,2,2,2,2,0,0,0,0,0,0,0,0,0,0,3.0,2,12,2,0,0,14,5,254.93,19,0,8,4.473684210526316,85.0,9.805,13.417368421052632,2.0,5,CUI_Japanese,6,8
33027f2b96,4660,26.0,13,32,20,3.0,88,NO PROMO,CASH,91.43,8.19,0.0,13.75,0.0,0.0,0.0,0.0,0.0,22.37,0.0,0.0,50.79,0.0,0.0,2,2,8,3,4,1,7,0.0,0,0,0,0,0,0,0,1,3,2,1,1,0,1,2,2,1,0,6,4,1,0,2,0.0,1,7,3,9,7,19,8,186.53,27,0,4,3.1481481481481484,85.0,5.8290625,6.908518518518519,2.4615384615384617,5,CUI_American,7,13
476eb8a266,2360,19.0,14,26,24,3.0,88,NO PROMO,CARD,0.0,0.0,2.22,0.0,10.28,14.97,0.0,0.0,5.5,0.0,24.7,0.0,24.28,0.0,0.0,3,6,6,6,1,1,2,0.0,0,0,0,1,0,0,0,0,0,3,3,3,0,2,5,5,3,0,0,0,0,0,0,1.0,0,9,7,8,0,22,3,81.95,25,0,2,3.4,85.0,3.151923076923077,3.278,1.8571428571428572,6,CUI_Japanese,7,8
518e0866c9,2440,30.0,19,30,22,3.0,88,NO PROMO,DIGI,3.4,18.25,1.73,0.0,21.46,0.0,5.66,0.0,11.78,0.0,5.32,4.11,9.17,0.0,0.0,3,5,4,5,2,5,1,0.0,0,1,0,1,0,0,0,0,0,0,1,0,2,0,4,0,2,5,4,5,0,0,0,2.0,0,1,6,11,5,19,6,80.88,25,0,2,3.4,85.0,2.6959999999999997,3.2352,1.5789473684210527,9,CUI_Chicken Dishes,7,9
67187960ba,2440,34.0,5,29,10,3.0,88,NO PROMO,DIGI,12.78,7.71,0.0,0.0,0.0,75.2,0.0,0.0,0.0,0.0,0.0,8.0,4.51,0.0,0.0,4,3,2,6,3,2,1,0.0,0,0,0,0,0,0,0,2,4,5,5,1,1,2,0,1,0,0,0,0,0,0,0,0.0,2,15,3,1,0,18,3,108.2,21,0,2,4.0476190476190474,85.0,3.731034482758621,5.152380952380953,5.8,5,CUI_Chinese,7,8
8e0c9bb930,2360,26.0,19,29,23,3.0,88,DISCOUNT,CARD,7.68,2.95,9.33,7.2,0.94,7.17,7.85,6.31,0.0,0.0,3.17,0.0,15.13,0.0,16.0,0,2,6,3,1,8,4,1.0,0,0,0,0,0,0,0,0,0,4,5,5,0,1,1,1,1,1,3,1,0,0,0,1.0,0,14,2,6,1,12,12,83.73,24,1,2,3.5416666666666665,85.0,2.887241379310345,3.48875,1.5263157894736843,11,CUI_Thai,6,11
9269d9660e,2360,20.0,23,43,25,3.0,88,DELIVERY,CARD,6.5,10.43,3.92,0.0,5.28,14.0,0.0,24.49,0.0,0.0,24.55,1.96,12.23,2.01,0.0,4,7,6,8,9,1,3,0.0,0,0,0,0,0,0,0,0,1,1,7,10,0,0,0,5,13,1,0,0,0,0,0,0.0,0,19,0,19,0,34,4,105.37,38,1,2,2.236842105263158,85.0,2.45046511627907,2.7728947368421055,1.8695652173913044,10,CUI_Japanese,7,7
9aa7351f72,8670,35.0,17,26,15,3.0,88,FREEBIE,DIGI,36.19,97.21,30.92,0.0,0.0,6.39,0.0,6.34,0.0,0.0,6.5,0.0,0.0,13.02,0.0,5,6,4,4,2,2,0,5.0,2,2,2,5,3,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,16.0,3,4,0,0,0,21,2,196.57,23,1,8,3.6956521739130435,85.0,7.560384615384615,8.546521739130435,1.5294117647058822,7,CUI_Asian,6,9
9dbff0c5c0,2360,23.0,15,39,26,3.0,88,NO PROMO,CARD,13.36,3.78,27.45,0.0,2.94,0.0,0.0,0.0,0.0,0.0,1.14,0.0,52.89,0.0,3.54,5,9,4,1,6,8,3,0.0,0,0,0,0,0,0,0,2,5,7,0,2,3,5,4,4,1,0,2,1,0,0,0,0.0,2,14,12,7,1,25,11,105.10000000000001,36,0,2,2.361111111111111,85.0,2.694871794871795,2.9194444444444447,2.6,7,CUI_OTHER,7,11
ae83049fa6,4660,21.0,16,26,13,3.0,88,NO PROMO,CARD,4.97,15.93,0.0,39.3,0.0,0.0,0.0,26.4,0.0,18.93,5.46,0.0,44.14,0.0,0.0,3,4,6,2,3,3,2,0.0,0,0,0,0,0,0,0,0,1,1,3,2,1,0,3,4,3,1,4,0,0,0,0,0.0,0,7,4,12,0,18,5,155.13,23,0,4,3.6956521739130435,85.0,5.966538461538462,6.744782608695652,1.625,7,CUI_OTHER,7,10
c58233188d,2360,23.0,6,49,15,3.0,88,NO PROMO,DIGI,0.0,0.0,0.0,0.0,10.0,165.13,0.0,0.0,0.0,0.0,0.0,0.0,13.46,0.0,0.0,4,2,7,4,4,2,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,6,17,3,0,0,0,0,0.0,0,0,2,27,0,21,8,188.59,29,0,2,2.9310344827586206,85.0,3.8487755102040815,6.503103448275862,8.166666666666666,3,CUI_Chinese,7,5
0487629d33,2360,21.0,14,25,23,3.0,89,FREEBIE,CARD,3.52,20.44,4.7,0.0,0.0,3.39,0.0,0.0,3.63,0.0,8.42,3.81,23.35,0.0,0.0,3,2,3,3,8,2,2,0.0,0,0,0,0,0,0,0,0,0,1,2,4,1,2,0,3,2,8,0,0,0,0,0,0.0,0,7,3,13,0,19,4,71.26,23,1,2,3.739130434782609,86.0,2.8504,3.0982608695652174,1.7857142857142858,8,CUI_OTHER,7,8
0b70cee57f,2360,24.0,23,66,48,3.0,89,NO PROMO,CARD,52.42,14.24,68.83,0.0,17.18,7.12,0.0,0.0,0.0,0.0,50.18,6.64,41.03,0.0,11.98,8,11,5,10,6,2,8,0.0,0,0,0,0,0,0,0,0,3,4,17,1,1,0,3,2,5,9,4,1,0,0,0,0.0,0,25,4,20,1,40,10,269.62,50,0,2,1.72,86.0,4.085151515151515,5.3924,2.869565217391304,9,CUI_Beverages,7,11
11fda7ba9c,4660,26.0,6,27,2,3.0,89,FREEBIE,DIGI,34.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.43,50.64,13.35,0.0,0.0,0.0,23.61,0,2,5,5,6,1,0,0.0,0,0,0,0,0,0,2,3,9,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,5,12,2,0,0,18,1,167.14,19,1,4,4.526315789473684,86.0,6.19037037037037,8.796842105263158,4.5,5,CUI_Italian,5,6
159c704acb,2360,27.0,13,29,19,3.0,89,NO PROMO,DIGI,0.0,0.0,5.09,0.0,15.99,0.0,0.0,22.27,11.78,0.0,9.41,17.28,21.14,0.0,0.0,2,1,5,4,3,6,2,0.0,0,0,0,0,0,0,0,0,1,2,7,0,0,0,0,0,1,5,4,2,1,0,0,0.0,0,10,0,10,3,15,8,102.96,23,0,2,3.739130434782609,86.0,3.5503448275862066,4.476521739130434,2.230769230769231,7,CUI_Healthy,7,8
1846111110,4660,35.0,29,94,32,3.0,89,NO PROMO,CARD,127.01,5.65,0.0,20.48,0.0,39.77,0.0,2.94,41.95,79.09,36.06,0.0,91.94,0.0,17.57,11,13,14,16,9,13,6,0.0,0,0,0,0,0,0,0,4,8,25,2,1,0,2,2,8,18,5,4,2,1,0,0,0.0,4,36,4,35,3,63,19,462.46,82,0,4,1.048780487804878,86.0,4.919787234042553,5.6397560975609755,3.2413793103448274,10,CUI_American,7,13
2017562ebf,2360,30.0,5,34,4,3.0,89,FREEBIE,CARD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.12,0.0,0.0,0.0,9.2,0.0,0.0,1,3,4,2,5,2,3,0.0,0,0,0,0,0,0,0,2,0,1,2,0,4,1,4,1,2,3,0,0,0,0,0,0.0,2,3,9,6,0,15,5,130.32,20,1,2,4.3,86.0,3.832941176470588,6.516,6.8,2,CUI_Indian,7,9
2ae5ea79da,2440,18.0,29,80,45,3.0,89,NO PROMO,DIGI,35.48,6.39,126.43,8.5,4.34,63.2,0.0,0.0,0.0,0.0,10.87,15.15,26.79,0.0,0.0,4,7,5,9,14,7,7,0.0,0,0,0,0,0,0,0,0,0,1,16,9,3,0,1,0,13,8,2,0,0,0,0,0.0,0,26,4,23,0,39,14,297.15000000000003,53,0,2,1.6226415094339623,86.0,3.7143750000000004,5.606603773584906,2.7586206896551726,9,CUI_Beverages,7,8
2ed20327bd,8670,29.0,14,23,6,3.0,89,DELIVERY,CARD,12.09,184.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.34,0.0,0.0,42.83,0.0,1,1,3,0,3,4,2,0.0,0,2,1,0,1,0,0,1,0,4,3,1,0,1,0,0,0,0,0,0,0,0,0,3.0,2,8,1,0,0,8,6,252.16000000000003,14,1,8,6.142857142857143,86.0,10.963478260869566,18.011428571428574,1.6428571428571428,4,CUI_Asian,6,8
3b0aa3182c,8670,26.0,7,21,14,3.0,89,NO PROMO,CARD,176.07,0.0,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.77,0.0,1,4,1,3,5,0,2,1.0,4,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,1,1,0,0,0,14,2,190.11,16,0,8,5.375,86.0,9.052857142857144,11.881875,3.0,3,CUI_American,6,5
3f128070fd,4660,22.0,12,34,12,3.0,89,NO PROMO,CARD,52.96,17.97,0.0,0.0,0.0,0.0,0.0,93.14,0.0,1.14,0.0,0.0,82.23,3.66,0.0,6,2,3,5,3,1,1,0.0,0,0,0,0,0,1,0,0,2,2,2,2,0,1,0,0,2,2,1,4,1,0,1,0.0,1,8,1,5,6,19,2,251.1,21,0,4,4.095238095238095,86.0,7.385294117647058,11.957142857142857,2.8333333333333335,6,CUI_Healthy,7,12
490a4baffb,4660,33.0,10,24,7,3.0,89,NO PROMO,CARD,33.46,11.53,0.0,17.27,6.82,0.0,0.0,0.0,0.0,56.61,0.0,0.0,35.51,0.0,0.0,4,2,5,1,2,6,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,3,4,3,0,0,2,1,1,1,0.0,2,0,6,7,5,14,6,161.20000000000002,20,0,4,4.3,86.0,6.716666666666668,8.06,2.4,6,CUI_Italian,6,10
5313f62584,4660,25.0,3,22,9,3.0,89,NO PROMO,CARD,44.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.06,0.0,0.0,0.0,0.0,0,2,1,0,5,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,2,0,0,0,0,0.0,0,0,0,10,0,8,2,239.79,10,0,4,8.6,86.0,10.899545454545454,23.979,7.333333333333333,2,CUI_Japanese,4,3
57032886d7,4660,20.0,1,14,14,3.0,89,FREEBIE,CARD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,4,1,4,0,0,0.0,0,0,0,0,0,0,0,0,0,2,2,6,2,0,1,1,0,0,0,0,0,0,0,0.0,0,10,3,1,0,14,0,75.88,14,1,4,6.142857142857143,86.0,5.42,5.42,14.0,1,CUI_Healthy,5,6
8efa81ab77,2360,25.0,9,22,12,3.0,89,DELIVERY,CARD,19.51,2.15,0.0,0.0,32.2,0.0,0.0,0.0,10.36,0.0,6.53,0.0,1.98,0.0,3.71,2,0,3,5,2,3,2,0.0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,4,5,1,2,0,0.0,0,2,1,6,8,12,5,76.44,17,1,2,5.0588235294117645,86.0,3.4745454545454546,4.496470588235294,2.4444444444444446,7,CUI_Chicken Dishes,6,8
912f9d5093,8670,33.0,9,34,24,3.0,89,NO PROMO,CARD,0.0,67.68,171.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.87,0.0,0.0,0.0,0.0,4,1,7,5,5,3,6,0.0,0,0,2,4,1,4,4,2,9,1,0,1,1,2,0,0,0,0,0,0,0,0,0,6.0,11,11,3,0,0,22,9,244.69,31,0,8,2.774193548387097,86.0,7.1967647058823525,7.893225806451613,3.7777777777777777,3,CUI_Beverages,7,11
9bad3b8b79,2360,22.0,17,34,27,3.0,89,NO PROMO,CARD,0.0,15.34,6.0,2.97,13.77,4.08,0.0,0.0,0.0,22.32,1.63,0.0,19.76,6.98,0.0,1,3,10,4,7,4,1,0.0,0,0,0,0,0,0,0,1,2,2,1,10,2,2,0,1,2,1,2,4,0,0,0,0.0,1,15,4,6,4,25,5,92.85,30,0,2,2.8666666666666667,86.0,2.730882352941176,3.0949999999999998,2.0,9,CUI_Italian,7,12
a102228184,8670,25.0,22,41,13,3.0,89,NO PROMO,CARD,37.66,146.57,86.05,0.0,0.0,0.0,18.09,0.0,0.0,0.0,36.26,0.0,0.0,103.37,0.0,7,3,6,5,6,1,0,0.0,0,1,4,0,0,0,4,0,3,3,3,0,3,3,1,1,1,1,0,0,0,0,0,5.0,4,9,7,3,0,27,1,427.99999999999994,28,0,8,3.0714285714285716,86.0,10.439024390243901,15.285714285714283,1.8636363636363635,6,CUI_Asian,6,12
a37481b1d4,2360,36.0,22,39,18,3.0,89,DISCOUNT,CARD,7.77,4.39,0.0,0.0,11.65,44.19,17.92,0.0,14.88,0.0,0.0,14.32,12.29,0.0,14.24,3,4,5,3,3,5,4,0.0,0,0,0,0,0,0,0,0,0,0,1,8,4,2,2,1,2,2,2,1,2,0,0,0.0,0,9,8,7,3,18,9,141.65,27,1,2,3.185185185185185,86.0,3.632051282051282,5.246296296296297,1.7727272727272727,9,CUI_Chinese,7,11
ac45c0533c,2440,23.0,7,25,20,3.0,89,NO PROMO,CARD,56.94,0.0,12.59,0.0,0.0,0.0,0.0,6.68,4.1,0.0,0.0,0.0,0.0,10.64,0.0,4,3,4,3,4,1,1,0.0,0,0,0,0,0,0,0,0,0,2,1,7,0,0,0,0,5,3,2,0,0,0,0,0.0,0,10,0,10,0,18,2,90.95,20,0,2,4.3,86.0,3.638,4.5475,3.5714285714285716,5,CUI_American,7,6
b89cec0a1c,2360,23.0,17,89,63,3.0,89,NO PROMO,CASH,17.12,0.0,32.55,0.0,5.36,75.54,0.0,0.0,0.0,13.33,59.69,0.0,83.08,0.0,0.0,6,9,12,13,11,7,11,0.0,1,1,0,0,0,0,4,5,3,5,5,5,6,8,3,3,6,8,3,2,1,0,0,2.0,9,18,17,20,3,51,18,286.67,69,0,2,1.2463768115942029,86.0,3.2210112359550562,4.154637681159421,5.235294117647059,7,CUI_OTHER,7,17
b9d610947e,4140,33.0,1,12,0,3.0,89,FREEBIE,CARD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.86,0.0,0.0,0.0,0.0,0.0,0,1,4,1,1,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0.0,0,0,8,1,0,7,2,85.86,9,1,4,9.555555555555555,86.0,7.155,9.54,12.0,1,CUI_Italian,5,3
bc3f931913,2360,24.0,3,20,2,3.0,89,NO PROMO,CARD,2.73,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.1,0.0,0.0,0.0,0,1,1,2,5,2,6,1.0,3,3,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,7.0,3,3,0,2,2,9,8,66.43,17,0,2,5.0588235294117645,86.0,3.3215000000000003,3.90764705882353,6.666666666666667,3,CUI_Noodle Dishes,6,13
e28f4ae887,2360,24.0,14,59,43,3.0,89,DELIVERY,CARD,0.0,0.0,158.44,0.0,1.43,28.19,0.0,0.0,0.0,0.0,6.23,7.36,27.19,0.0,0.0,11,4,6,8,9,5,1,0.0,1,0,0,0,0,0,0,0,23,3,4,5,1,0,1,2,0,1,3,0,0,0,0,1.0,0,35,2,6,0,38,6,228.84,44,1,2,1.9545454545454546,86.0,3.87864406779661,5.200909090909091,4.214285714285714,6,CUI_Beverages,7,10
fe486c94dc,2360,23.0,11,22,12,3.0,89,DELIVERY,CASH,2.45,0.0,5.76,0.0,18.66,47.63,0.0,0.0,0.0,0.0,0.0,8.87,0.0,0.0,0.0,1,1,9,4,2,0,0,0.0,0,0,0,0,0,0,0,0,0,1,7,2,0,0,0,1,6,0,0,0,0,0,0,0.0,0,10,0,7,0,17,0,83.37,17,1,2,5.0588235294117645,86.0,3.7895454545454546,4.904117647058824,2.0,5,CUI_Chinese,5,5
f5a6558f16,2360,34.0,16,33,23,3.0,90,NO PROMO,CARD,10.54,7.43,12.0,0.0,0.0,12.33,0.0,0.0,0.0,0.0,26.64,34.53,26.78,0.0,0.0,5,2,4,3,3,2,6,0.0,4,1,1,1,0,0,0,0,0,3,1,0,0,3,0,1,1,2,3,2,1,0,1,7.0,0,4,3,7,4,17,8,130.25,25,0,2,3.48,87.0,3.946969696969697,5.21,2.0625,7,CUI_Noodle Dishes,7,14
628a191ba3,2360,22.0,2,16,8,4.0,32,FREEBIE,CARD,1.27,69.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,2,3,1,1,0.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.0,0,0,0,1,0,6,2,71.25,8,1,2,3.5,28.0,4.453125,8.90625,8.0,2,CUI_Asian,5,2
fb42da69fe,2360,19.0,4,26,10,4.0,66,NO PROMO,CARD,0.0,0.0,0.0,0.0,0.0,152.73,0.0,0.0,0.0,0.0,0.0,0.0,2.73,0.0,0.0,1,2,2,1,1,1,2,1.0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,3,1,0,0,0,1.0,0,3,1,4,1,7,3,155.45999999999998,10,0,2,6.2,62.0,5.979230769230768,15.545999999999998,6.5,2,CUI_Chinese,7,7
0b8acb3d7b,4660,19.0,3,24,19,4.0,67,NO PROMO,DIGI,0.0,34.35,0.0,0.0,0.0,0.0,0.0,0.0,11.31,0.0,0.0,0.0,0.0,83.98,0.0,4,1,4,4,1,1,5,0.0,0,0,0,0,0,0,0,2,4,2,1,1,1,1,5,1,1,1,0,0,0,0,0,0.0,2,8,7,3,0,14,6,129.64000000000001,20,0,4,3.15,63.0,5.401666666666667,6.482000000000001,8.0,3,CUI_Street Food / Snacks,7,11
1ee9d8b027,8670,32.0,7,24,8,4.0,71,FREEBIE,CARD,53.92,96.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.39,0.0,1,2,2,5,6,3,2,1.0,1,4,2,3,0,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,9,1,0,0,0,16,5,181.89,21,1,8,3.1904761904761907,67.0,7.578749999999999,8.661428571428571,3.4285714285714284,3,CUI_Asian,7,9
21cf6fe3c8,2360,43.0,7,27,18,4.0,71,NO PROMO,CARD,19.88,5.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.62,11.54,0.0,0.0,6,5,1,2,2,0,2,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,9,4,1,1.0,0,0,1,2,14,16,2,113.77000000000001,18,0,2,3.7222222222222223,67.0,4.213703703703704,6.320555555555556,3.857142857142857,4,CUI_Noodle Dishes,6,6
2bfb854abf,8670,22.0,9,22,3,4.0,74,NO PROMO,CARD,6.0,167.33,0.0,0.0,0.0,0.0,30.1,0.0,0.0,0.0,0.0,0.0,0.0,30.66,0.0,1,3,3,6,2,0,0,0.0,0,2,1,2,0,1,1,1,3,0,3,0,0,0,0,0,0,0,0,0,0,1,0,5.0,3,6,0,0,1,15,0,234.09,15,0,8,4.666666666666667,70.0,10.640454545454546,15.606,2.4444444444444446,4,CUI_Asian,5,9
63639632bc,8670,27.0,5,21,6,4.0,74,NO PROMO,CARD,0.0,66.44,18.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.21,0.0,1,1,0,3,1,1,1,0.0,0,0,1,2,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,3.0,1,0,4,0,0,6,2,286.68,8,0,8,8.75,70.0,13.651428571428571,35.835,4.2,3,CUI_Street Food / Snacks,6,6
c414238e1d,2360,29.0,12,26,19,4.0,75,NO PROMO,CASH,10.25,33.43,14.04,0.0,4.79,6.63,0.0,0.0,7.48,9.17,2.65,0.0,0.0,3.68,0.0,3,1,3,5,3,1,3,0.0,0,0,0,0,0,0,0,2,1,9,2,1,1,0,1,0,0,0,1,1,0,0,0,0.0,2,13,2,1,1,15,4,92.12000000000002,19,0,2,3.736842105263158,71.0,3.543076923076924,4.84842105263158,2.1666666666666665,9,CUI_Asian,7,9
